Case ID,Activity,Timestamp,Resource,Loan type,Amount,Channel,Region,Outcome
L0142,Sign contract,2025-04-15 10:14:00,Ben,Personal,8600.00,Broker,West,Approved
L0143,Submit application,2025-02-17 16:00:00,Dana,Business,140100.00,Broker,South,Rejected
L0143,Check completeness,2025-02-18 15:33:00,Dana,Business,140100.00,Broker,South,Rejected
L0143,Request documents,2025-02-18 21:21:00,Chen,Business,140100.00,Broker,South,Rejected
L0143,Receive documents,2025-02-26 00:16:00,Dana,Business,140100.00,Broker,South,Rejected
L0143,Request documents,2025-02-26 02:31:00,Ben,Business,140100.00,Broker,South,Rejected
L0143,Receive documents,2025-03-01 03:22:00,Ana,Business,140100.00,Broker,South,Rejected
L0143,Assess credit,2025-03-03 02:14:00,Eli,Business,140100.00,Broker,South,Rejected
L0143,Manual review,2025-03-04 09:15:00,Gil,Business,140100.00,Broker,South,Rejected
L0143,Reject application,2025-03-04 18:32:00,Eli,Business,140100.00,Broker,South,Rejected
L0144,Submit application,2025-03-01 08:00:00,Chen,Personal,2800.00,Broker,South,Approved
L0144,Check completeness,2025-03-01 12:13:00,Dana,Personal,2800.00,Broker,South,Approved
L0144,Assess credit,2025-03-02 17:16:00,Eli,Personal,2800.00,Broker,South,Approved
L0144,Approve application,2025-03-03 08:45:00,Farah,Personal,2800.00,Broker,South,Approved
L0144,Send offer,2025-03-03 15:14:00,Ana,Personal,2800.00,Broker,South,Approved
L0144,Sign contract,2025-03-06 12:19:00,Ben,Personal,2800.00,Broker,South,Approved
L0145,Submit application,2025-02-17 09:00:00,Ana,Mortgage,124800.00,Branch,West,Approved
L0145,Check completeness,2025-02-17 13:42:00,Ben,Mortgage,124800.00,Branch,West,Approved
L0145,Assess credit,2025-02-19 01:16:00,Farah,Mortgage,124800.00,Branch,West,Approved
L0145,Manual review,2025-02-20 09:38:00,Gil,Mortgage,124800.00,Branch,West,Approved
L0145,Approve application,2025-02-20 14:00:00,Farah,Mortgage,124800.00,Branch,West,Approved
L0145,Send offer,2025-02-20 15:10:00,Chen,Mortgage,124800.00,Branch,West,Approved
L0145,Sign contract,2025-02-23 04:21:00,Chen,Mortgage,124800.00,Branch,West,Approved
L0146,Submit application,2025-01-15 14:00:00,Portal,Personal,14400.00,Online,North,Rejected
L0146,Check completeness,2025-01-16 03:57:00,Dana,Personal,14400.00,Online,North,Rejected
L0146,Request documents,2025-01-16 08:32:00,Chen,Personal,14400.00,Online,North,Rejected
L0146,Receive documents,2025-01-22 18:51:00,Ben,Personal,14400.00,Online,North,Rejected
L0146,Assess credit,2025-01-24 00:50:00,Farah,Personal,14400.00,Online,North,Rejected
L0146,Reject application,2025-01-25 06:33:00,Farah,Personal,14400.00,Online,North,Rejected
L0147,Submit application,2025-04-22 09:00:00,Ana,Mortgage,276600.00,Broker,South,Rejected
L0147,Check completeness,2025-04-23 05:35:00,Dana,Mortgage,276600.00,Broker,South,Rejected
L0147,Request documents,2025-04-23 09:44:00,Dana,Mortgage,276600.00,Broker,South,Rejected
L0147,Receive documents,2025-04-30 23:26:00,Ana,Mortgage,276600.00,Broker,South,Rejected
L0147,Request documents,2025-05-01 02:54:00,Ben,Mortgage,276600.00,Broker,South,Rejected
L0147,Receive documents,2025-05-09 23:02:00,Dana,Mortgage,276600.00,Broker,South,Rejected
L0147,Request documents,2025-05-10 03:42:00,Dana,Mortgage,276600.00,Broker,South,Rejected
L0147,Receive documents,2025-05-13 08:13:00,Ana,Mortgage,276600.00,Broker,South,Rejected
L0147,Assess credit,2025-05-14 06:36:00,Eli,Mortgage,276600.00,Broker,South,Rejected
L0147,Manual review,2025-05-16 11:23:00,Gil,Mortgage,276600.00,Broker,South,Rejected
L0147,Reject application,2025-05-17 22:29:00,Farah,Mortgage,276600.00,Broker,South,Rejected
L0148,Submit application,2025-02-13 13:00:00,Portal,Business,65400.00,Online,North,Approved
L0148,Check completeness,2025-02-14 01:30:00,Dana,Business,65400.00,Online,North,Approved
L0148,Request documents,2025-02-14 06:20:00,Ben,Business,65400.00,Online,North,Approved
L0148,Receive documents,2025-02-16 03:44:00,Dana,Business,65400.00,Online,North,Approved
L0148,Assess credit,2025-02-17 02:10:00,Farah,Business,65400.00,Online,North,Approved
L0148,Manual review,2025-02-18 15:56:00,Gil,Business,65400.00,Online,North,Approved
L0148,Approve application,2025-02-18 21:52:00,Eli,Business,65400.00,Online,North,Approved
L0148,Send offer,2025-02-18 23:49:00,Ben,Business,65400.00,Online,North,Approved
L0148,Sign contract,2025-02-21 11:20:00,Ana,Business,65400.00,Online,North,Approved
L0149,Submit application,2025-02-05 09:00:00,Portal,Personal,5900.00,Online,East,Rejected
L0149,Check completeness,2025-02-05 18:16:00,Chen,Personal,5900.00,Online,East,Rejected
L0149,Request documents,2025-02-05 20:15:00,Dana,Personal,5900.00,Online,East,Rejected
L0149,Receive documents,2025-02-14 20:04:00,Ana,Personal,5900.00,Online,East,Rejected
L0149,Assess credit,2025-02-16 08:37:00,Eli,Personal,5900.00,Online,East,Rejected
L0149,Reject application,2025-02-16 21:03:00,Farah,Personal,5900.00,Online,East,Rejected
L0150,Submit application,2025-06-26 08:00:00,Chen,Business,38000.00,Branch,South,Rejected
L0150,Check completeness,2025-06-27 06:52:00,Dana,Business,38000.00,Branch,South,Rejected
L0150,Request documents,2025-06-27 09:42:00,Ana,Business,38000.00,Branch,South,Rejected
L0150,Receive documents,2025-07-03 10:56:00,Dana,Business,38000.00,Branch,South,Rejected
L0150,Assess credit,2025-07-04 03:01:00,Farah,Business,38000.00,Branch,South,Rejected
L0150,Reject application,2025-07-04 08:32:00,Farah,Business,38000.00,Branch,South,Rejected
L0151,Submit application,2025-03-22 08:00:00,Portal,Personal,2700.00,Online,North,Approved
L0151,Check completeness,2025-03-23 01:21:00,Ben,Personal,2700.00,Online,North,Approved
L0151,Request documents,2025-03-23 04:22:00,Dana,Personal,2700.00,Online,North,Approved
L0151,Receive documents,2025-03-25 17:31:00,Chen,Personal,2700.00,Online,North,Approved
L0151,Assess credit,2025-03-26 06:21:00,Farah,Personal,2700.00,Online,North,Approved
L0151,Approve application,2025-03-27 02:46:00,Eli,Personal,2700.00,Online,North,Approved
L0151,Send offer,2025-03-27 08:00:00,Ben,Personal,2700.00,Online,North,Approved
L0151,Sign contract,2025-04-01 20:02:00,Ben,Personal,2700.00,Online,North,Approved
L0152,Submit application,2025-04-29 14:00:00,Dana,Personal,3200.00,Branch,West,Approved
L0152,Check completeness,2025-04-30 04:32:00,Ben,Personal,3200.00,Branch,West,Approved
L0152,Request documents,2025-04-30 06:54:00,Ana,Personal,3200.00,Branch,West,Approved
L0152,Receive documents,2025-05-02 11:29:00,Dana,Personal,3200.00,Branch,West,Approved
L0152,Assess credit,2025-05-04 05:20:00,Farah,Personal,3200.00,Branch,West,Approved
L0152,Approve application,2025-05-04 16:43:00,Eli,Personal,3200.00,Branch,West,Approved
L0152,Send offer,2025-05-04 22:36:00,Ana,Personal,3200.00,Branch,West,Approved
L0152,Sign contract,2025-05-06 21:04:00,Ana,Personal,3200.00,Branch,West,Approved
L0153,Submit application,2025-06-25 08:00:00,Portal,Personal,4300.00,Online,West,Approved
L0153,Check completeness,2025-06-25 18:32:00,Ben,Personal,4300.00,Online,West,Approved
L0153,Assess credit,2025-06-26 11:28:00,Eli,Personal,4300.00,Online,West,Approved
L0153,Approve application,2025-06-26 19:36:00,Eli,Personal,4300.00,Online,West,Approved
L0153,Send offer,2025-06-27 01:39:00,Ana,Personal,4300.00,Online,West,Approved
L0153,Sign contract,2025-06-30 08:17:00,Chen,Personal,4300.00,Online,West,Approved
L0154,Submit application,2025-01-09 08:00:00,Ben,Auto,17600.00,Broker,South,Rejected
L0154,Check completeness,2025-01-10 06:43:00,Chen,Auto,17600.00,Broker,South,Rejected
L0154,Request documents,2025-01-10 11:13:00,Ana,Auto,17600.00,Broker,South,Rejected
L0154,Receive documents,2025-01-14 12:53:00,Ana,Auto,17600.00,Broker,South,Rejected
L0154,Assess credit,2025-01-16 09:51:00,Farah,Auto,17600.00,Broker,South,Rejected
L0154,Reject application,2025-01-17 08:27:00,Farah,Auto,17600.00,Broker,South,Rejected
L0155,Submit application,2025-06-29 08:00:00,Chen,Mortgage,265300.00,Branch,West,Rejected
L0155,Check completeness,2025-06-30 08:00:00,Ana,Mortgage,265300.00,Branch,West,Rejected
L0155,Request documents,2025-06-30 09:53:00,Dana,Mortgage,265300.00,Branch,West,Rejected
L0155,Receive documents,2025-07-05 14:14:00,Dana,Mortgage,265300.00,Branch,West,Rejected
L0155,Assess credit,2025-07-06 02:45:00,Eli,Mortgage,265300.00,Branch,West,Rejected
L0155,Manual review,2025-07-07 19:46:00,Gil,Mortgage,265300.00,Branch,West,Rejected
L0155,Reject application,2025-07-09 09:07:00,Farah,Mortgage,265300.00,Branch,West,Rejected
L0156,Submit application,2025-03-09 15:00:00,Chen,Personal,9400.00,Branch,West,Rejected
L0156,Check completeness,2025-03-10 10:43:00,Chen,Personal,9400.00,Branch,West,Rejected
L0156,Request documents,2025-03-10 11:51:00,Chen,Personal,9400.00,Branch,West,Rejected
L0156,Receive documents,2025-03-20 09:22:00,Ana,Personal,9400.00,Branch,West,Rejected
L0156,Assess credit,2025-03-21 01:56:00,Farah,Personal,9400.00,Branch,West,Rejected
L0156,Reject application,2025-03-22 05:35:00,Farah,Personal,9400.00,Branch,West,Rejected
L0157,Submit application,2025-01-25 09:00:00,Portal,Auto,35900.00,Online,East,Approved
L0157,Check completeness,2025-01-26 01:03:00,Ben,Auto,35900.00,Online,East,Approved
L0157,Assess credit,2025-01-27 08:44:00,Eli,Auto,35900.00,Online,East,Approved
L0157,Approve application,2025-01-27 14:57:00,Eli,Auto,35900.00,Online,East,Approved
L0157,Send offer,2025-01-27 19:15:00,Chen,Auto,35900.00,Online,East,Approved
L0157,Sign contract,2025-01-31 14:56:00,Ben,Auto,35900.00,Online,East,Approved
L0158,Submit application,2025-04-13 15:00:00,Chen,Mortgage,101800.00,Branch,West,Rejected
L0158,Check completeness,2025-04-13 20:20:00,Ben,Mortgage,101800.00,Branch,West,Rejected
L0158,Reject application,2025-04-13 22:17:00,Chen,Mortgage,101800.00,Branch,West,Rejected
L0159,Submit application,2025-03-08 13:00:00,Dana,Auto,18000.00,Branch,South,Approved
L0159,Check completeness,2025-03-09 07:35:00,Dana,Auto,18000.00,Branch,South,Approved
L0159,Request documents,2025-03-09 11:38:00,Chen,Auto,18000.00,Branch,South,Approved
L0159,Receive documents,2025-03-12 19:24:00,Ana,Auto,18000.00,Branch,South,Approved
L0159,Assess credit,2025-03-14 18:18:00,Eli,Auto,18000.00,Branch,South,Approved
L0159,Approve application,2025-03-15 16:17:00,Eli,Auto,18000.00,Branch,South,Approved
L0159,Send offer,2025-03-15 22:42:00,Chen,Auto,18000.00,Branch,South,Approved
L0159,Sign contract,2025-03-21 14:52:00,Dana,Auto,18000.00,Branch,South,Approved
L0160,Submit application,2025-02-15 09:00:00,Portal,Personal,3400.00,Online,North,Approved
L0160,Check completeness,2025-02-16 03:09:00,Chen,Personal,3400.00,Online,North,Approved
L0160,Request documents,2025-02-16 05:06:00,Ben,Personal,3400.00,Online,North,Approved
L0160,Receive documents,2025-02-18 15:40:00,Ana,Personal,3400.00,Online,North,Approved
L0160,Assess credit,2025-02-19 05:31:00,Farah,Personal,3400.00,Online,North,Approved
L0160,Approve application,2025-02-19 11:29:00,Eli,Personal,3400.00,Online,North,Approved
L0160,Send offer,2025-02-19 14:53:00,Ben,Personal,3400.00,Online,North,Approved
L0160,Sign contract,2025-02-25 07:28:00,Dana,Personal,3400.00,Online,North,Approved
L0161,Submit application,2025-05-20 08:00:00,Chen,Personal,9800.00,Broker,West,Approved
L0161,Check completeness,2025-05-20 16:43:00,Dana,Personal,9800.00,Broker,West,Approved
L0161,Request documents,2025-05-20 21:24:00,Ana,Personal,9800.00,Broker,West,Approved
L0161,Receive documents,2025-05-24 17:04:00,Ben,Personal,9800.00,Broker,West,Approved
L0161,Assess credit,2025-05-25 22:32:00,Farah,Personal,9800.00,Broker,West,Approved
L0161,Approve application,2025-05-26 14:55:00,Farah,Personal,9800.00,Broker,West,Approved
L0161,Send offer,2025-05-26 22:15:00,Ana,Personal,9800.00,Broker,West,Approved
L0161,Sign contract,2025-05-29 12:21:00,Chen,Personal,9800.00,Broker,West,Approved
L0162,Submit application,2025-04-09 11:00:00,Portal,Personal,12100.00,Online,North,Rejected
L0162,Check completeness,2025-04-10 06:18:00,Chen,Personal,12100.00,Online,North,Rejected
L0162,Request documents,2025-04-10 10:05:00,Chen,Personal,12100.00,Online,North,Rejected
L0162,Receive documents,2025-04-16 20:43:00,Dana,Personal,12100.00,Online,North,Rejected
L0162,Request documents,2025-04-17 02:09:00,Chen,Personal,12100.00,Online,North,Rejected
L0162,Receive documents,2025-04-26 19:20:00,Ben,Personal,12100.00,Online,North,Rejected
L0162,Assess credit,2025-04-27 16:59:00,Eli,Personal,12100.00,Online,North,Rejected
L0162,Reject application,2025-04-28 19:44:00,Farah,Personal,12100.00,Online,North,Rejected
L0163,Submit application,2025-03-16 14:00:00,Chen,Personal,16200.00,Broker,West,Approved
L0163,Check completeness,2025-03-16 21:59:00,Ana,Personal,16200.00,Broker,West,Approved
L0163,Assess credit,2025-03-18 18:38:00,Eli,Personal,16200.00,Broker,West,Approved
L0163,Approve application,2025-03-19 07:25:00,Eli,Personal,16200.00,Broker,West,Approved
L0163,Send offer,2025-03-19 09:09:00,Ben,Personal,16200.00,Broker,West,Approved
L0163,Sign contract,2025-03-21 01:27:00,Ana,Personal,16200.00,Broker,West,Approved
L0164,Submit application,2025-04-19 13:00:00,Portal,Mortgage,112000.00,Online,South,Approved
L0164,Check completeness,2025-04-20 03:30:00,Ana,Mortgage,112000.00,Online,South,Approved
L0164,Assess credit,2025-04-21 04:21:00,Farah,Mortgage,112000.00,Online,South,Approved
L0164,Manual review,2025-04-22 15:57:00,Gil,Mortgage,112000.00,Online,South,Approved
L0164,Approve application,2025-04-23 06:59:00,Eli,Mortgage,112000.00,Online,South,Approved
L0164,Send offer,2025-04-23 14:00:00,Dana,Mortgage,112000.00,Online,South,Approved
L0164,Sign contract,2025-04-28 23:18:00,Dana,Mortgage,112000.00,Online,South,Approved
L0165,Submit application,2025-04-16 14:00:00,Ana,Mortgage,267500.00,Broker,West,Approved
L0165,Check completeness,2025-04-16 23:03:00,Ben,Mortgage,267500.00,Broker,West,Approved
L0165,Assess credit,2025-04-17 15:18:00,Eli,Mortgage,267500.00,Broker,West,Approved
L0165,Manual review,2025-04-20 02:06:00,Gil,Mortgage,267500.00,Broker,West,Approved
L0165,Approve application,2025-04-20 19:06:00,Farah,Mortgage,267500.00,Broker,West,Approved
L0165,Send offer,2025-04-21 01:49:00,Ben,Mortgage,267500.00,Broker,West,Approved
L0165,Sign contract,2025-04-24 01:40:00,Chen,Mortgage,267500.00,Broker,West,Approved
L0166,Submit application,2025-05-04 13:00:00,Portal,Auto,33400.00,Online,East,Approved
L0166,Check completeness,2025-05-05 12:45:00,Ana,Auto,33400.00,Online,East,Approved
L0166,Assess credit,2025-05-07 06:48:00,Eli,Auto,33400.00,Online,East,Approved
L0166,Approve application,2025-05-07 19:21:00,Farah,Auto,33400.00,Online,East,Approved
L0166,Send offer,2025-05-07 22:05:00,Ana,Auto,33400.00,Online,East,Approved
L0166,Sign contract,2025-05-09 00:27:00,Ana,Auto,33400.00,Online,East,Approved
L0167,Submit application,2025-03-14 13:00:00,Portal,Mortgage,315600.00,Online,East,Rejected
L0167,Check completeness,2025-03-15 11:05:00,Dana,Mortgage,315600.00,Online,East,Rejected
L0167,Request documents,2025-03-15 12:15:00,Chen,Mortgage,315600.00,Online,East,Rejected
L0167,Receive documents,2025-03-20 21:03:00,Dana,Mortgage,315600.00,Online,East,Rejected
L0167,Assess credit,2025-03-21 23:59:00,Farah,Mortgage,315600.00,Online,East,Rejected
L0167,Manual review,2025-03-24 04:30:00,Gil,Mortgage,315600.00,Online,East,Rejected
L0167,Reject application,2025-03-24 15:29:00,Eli,Mortgage,315600.00,Online,East,Rejected
L0168,Submit application,2025-06-09 10:00:00,Ben,Business,143300.00,Broker,East,Rejected
L0168,Check completeness,2025-06-10 07:00:00,Ana,Business,143300.00,Broker,East,Rejected
L0168,Reject application,2025-06-10 13:33:00,Ben,Business,143300.00,Broker,East,Rejected
L0169,Submit application,2025-06-13 12:00:00,Portal,Mortgage,123600.00,Online,East,Approved
L0169,Check completeness,2025-06-14 03:27:00,Dana,Mortgage,123600.00,Online,East,Approved
L0169,Request documents,2025-06-14 05:51:00,Dana,Mortgage,123600.00,Online,East,Approved
L0169,Receive documents,2025-06-15 06:43:00,Dana,Mortgage,123600.00,Online,East,Approved
L0169,Assess credit,2025-06-17 05:30:00,Farah,Mortgage,123600.00,Online,East,Approved
L0169,Manual review,2025-06-19 19:07:00,Gil,Mortgage,123600.00,Online,East,Approved
L0169,Approve application,2025-06-20 02:05:00,Farah,Mortgage,123600.00,Online,East,Approved
L0169,Send offer,2025-06-20 09:07:00,Ana,Mortgage,123600.00,Online,East,Approved
L0169,Sign contract,2025-06-23 23:19:00,Ana,Mortgage,123600.00,Online,East,Approved
L0170,Submit application,2025-01-28 16:00:00,Portal,Auto,39500.00,Online,West,Approved
L0170,Check completeness,2025-01-29 09:26:00,Ana,Auto,39500.00,Online,West,Approved
L0170,Assess credit,2025-01-31 07:36:00,Farah,Auto,39500.00,Online,West,Approved
L0170,Approve application,2025-02-01 06:21:00,Farah,Auto,39500.00,Online,West,Approved
L0170,Send offer,2025-02-01 10:58:00,Chen,Auto,39500.00,Online,West,Approved
L0170,Sign contract,2025-02-04 02:22:00,Dana,Auto,39500.00,Online,West,Approved
L0171,Submit application,2025-06-08 09:00:00,Portal,Mortgage,273000.00,Online,South,Approved
L0171,Check completeness,2025-06-08 16:01:00,Dana,Mortgage,273000.00,Online,South,Approved
L0171,Assess credit,2025-06-10 09:45:00,Eli,Mortgage,273000.00,Online,South,Approved
L0171,Manual review,2025-06-12 07:39:00,Gil,Mortgage,273000.00,Online,South,Approved
L0171,Approve application,2025-06-13 02:28:00,Eli,Mortgage,273000.00,Online,South,Approved
L0171,Send offer,2025-06-13 08:03:00,Ana,Mortgage,273000.00,Online,South,Approved
L0171,Sign contract,2025-06-15 18:05:00,Dana,Mortgage,273000.00,Online,South,Approved
L0172,Submit application,2025-01-06 08:00:00,Chen,Personal,11600.00,Branch,South,Approved
L0172,Check completeness,2025-01-06 12:07:00,Chen,Personal,11600.00,Branch,South,Approved
L0172,Request documents,2025-01-06 15:10:00,Ben,Personal,11600.00,Branch,South,Approved
L0172,Receive documents,2025-01-08 04:42:00,Ben,Personal,11600.00,Branch,South,Approved
L0172,Assess credit,2025-01-08 11:05:00,Eli,Personal,11600.00,Branch,South,Approved
L0172,Approve application,2025-01-09 01:32:00,Farah,Personal,11600.00,Branch,South,Approved
L0172,Send offer,2025-01-09 03:44:00,Ana,Personal,11600.00,Branch,South,Approved
L0172,Sign contract,2025-01-10 22:59:00,Chen,Personal,11600.00,Branch,South,Approved
L0173,Submit application,2025-03-02 15:00:00,Portal,Personal,4600.00,Online,North,Approved
L0173,Check completeness,2025-03-03 04:09:00,Ana,Personal,4600.00,Online,North,Approved
L0173,Request documents,2025-03-03 08:26:00,Ben,Personal,4600.00,Online,North,Approved
L0173,Receive documents,2025-03-05 14:20:00,Dana,Personal,4600.00,Online,North,Approved
L0173,Assess credit,2025-03-07 05:22:00,Farah,Personal,4600.00,Online,North,Approved
L0173,Approve application,2025-03-07 16:03:00,Farah,Personal,4600.00,Online,North,Approved
L0173,Send offer,2025-03-07 19:57:00,Ben,Personal,4600.00,Online,North,Approved
L0173,Sign contract,2025-03-09 23:13:00,Chen,Personal,4600.00,Online,North,Approved
L0174,Submit application,2025-01-06 13:00:00,Portal,Personal,16500.00,Online,North,Approved
L0174,Check completeness,2025-01-06 15:07:00,Ben,Personal,16500.00,Online,North,Approved
L0174,Request documents,2025-01-06 16:31:00,Chen,Personal,16500.00,Online,North,Approved
L0174,Receive documents,2025-01-10 09:20:00,Chen,Personal,16500.00,Online,North,Approved
L0174,Assess credit,2025-01-10 23:06:00,Eli,Personal,16500.00,Online,North,Approved
L0174,Approve application,2025-01-11 17:31:00,Eli,Personal,16500.00,Online,North,Approved
L0174,Send offer,2025-01-11 20:26:00,Dana,Personal,16500.00,Online,North,Approved
L0174,Sign contract,2025-01-15 11:51:00,Ben,Personal,16500.00,Online,North,Approved
L0175,Submit application,2025-03-05 12:00:00,Chen,Personal,19700.00,Branch,West,Approved
L0175,Check completeness,2025-03-05 23:40:00,Dana,Personal,19700.00,Branch,West,Approved
L0175,Assess credit,2025-03-07 04:25:00,Farah,Personal,19700.00,Branch,West,Approved
L0175,Approve application,2025-03-07 20:32:00,Farah,Personal,19700.00,Branch,West,Approved
L0175,Send offer,2025-03-07 23:24:00,Ana,Personal,19700.00,Branch,West,Approved
L0175,Sign contract,2025-03-09 14:23:00,Dana,Personal,19700.00,Branch,West,Approved
L0176,Submit application,2025-04-18 08:00:00,Portal,Auto,22300.00,Online,West,Approved
L0176,Check completeness,2025-04-18 15:26:00,Chen,Auto,22300.00,Online,West,Approved
L0176,Request documents,2025-04-18 20:18:00,Chen,Auto,22300.00,Online,West,Approved
L0176,Receive documents,2025-04-21 17:03:00,Ana,Auto,22300.00,Online,West,Approved
L0176,Assess credit,2025-04-22 09:20:00,Farah,Auto,22300.00,Online,West,Approved
L0176,Approve application,2025-04-23 08:25:00,Farah,Auto,22300.00,Online,West,Approved
L0176,Send offer,2025-04-23 09:49:00,Dana,Auto,22300.00,Online,West,Approved
L0176,Sign contract,2025-04-26 07:37:00,Ana,Auto,22300.00,Online,West,Approved
L0177,Submit application,2025-01-10 09:00:00,Portal,Personal,8900.00,Online,South,Approved
L0177,Check completeness,2025-01-10 23:45:00,Dana,Personal,8900.00,Online,South,Approved
L0177,Request documents,2025-01-11 01:24:00,Chen,Personal,8900.00,Online,South,Approved
L0177,Receive documents,2025-01-13 11:14:00,Chen,Personal,8900.00,Online,South,Approved
L0177,Assess credit,2025-01-14 04:54:00,Eli,Personal,8900.00,Online,South,Approved
L0177,Approve application,2025-01-14 09:16:00,Eli,Personal,8900.00,Online,South,Approved
L0177,Send offer,2025-01-14 14:04:00,Dana,Personal,8900.00,Online,South,Approved
L0177,Sign contract,2025-01-17 23:05:00,Chen,Personal,8900.00,Online,South,Approved
L0178,Submit application,2025-06-05 11:00:00,Dana,Business,62300.00,Broker,East,Approved
L0178,Check completeness,2025-06-06 09:48:00,Chen,Business,62300.00,Broker,East,Approved
L0178,Assess credit,2025-06-07 13:09:00,Farah,Business,62300.00,Broker,East,Approved
L0178,Manual review,2025-06-08 21:33:00,Gil,Business,62300.00,Broker,East,Approved
L0178,Approve application,2025-06-09 21:14:00,Farah,Business,62300.00,Broker,East,Approved
L0178,Send offer,2025-06-10 03:23:00,Chen,Business,62300.00,Broker,East,Approved
L0178,Sign contract,2025-06-11 05:26:00,Dana,Business,62300.00,Broker,East,Approved
L0179,Submit application,2025-01-21 11:00:00,Chen,Personal,14700.00,Branch,West,Rejected
L0179,Check completeness,2025-01-22 00:34:00,Dana,Personal,14700.00,Branch,West,Rejected
L0179,Request documents,2025-01-22 03:48:00,Dana,Personal,14700.00,Branch,West,Rejected
L0179,Receive documents,2025-01-28 20:49:00,Dana,Personal,14700.00,Branch,West,Rejected
L0179,Assess credit,2025-01-29 12:57:00,Farah,Personal,14700.00,Branch,West,Rejected
L0179,Reject application,2025-01-30 13:32:00,Farah,Personal,14700.00,Branch,West,Rejected
L0180,Submit application,2025-04-05 13:00:00,Portal,Mortgage,264400.00,Online,South,Rejected
L0180,Check completeness,2025-04-05 21:53:00,Ana,Mortgage,264400.00,Online,South,Rejected
L0180,Request documents,2025-04-06 03:00:00,Chen,Mortgage,264400.00,Online,South,Rejected
L0180,Receive documents,2025-04-11 06:34:00,Ana,Mortgage,264400.00,Online,South,Rejected
L0180,Request documents,2025-04-11 08:23:00,Ben,Mortgage,264400.00,Online,South,Rejected
L0180,Receive documents,2025-04-17 22:13:00,Dana,Mortgage,264400.00,Online,South,Rejected
L0180,Assess credit,2025-04-19 13:58:00,Eli,Mortgage,264400.00,Online,South,Rejected
L0180,Manual review,2025-04-22 02:02:00,Gil,Mortgage,264400.00,Online,South,Rejected
L0180,Reject application,2025-04-23 03:46:00,Farah,Mortgage,264400.00,Online,South,Rejected
L0181,Submit application,2025-05-03 15:00:00,Portal,Mortgage,388800.00,Online,South,Approved
L0181,Check completeness,2025-05-04 14:01:00,Ana,Mortgage,388800.00,Online,South,Approved
L0181,Assess credit,2025-05-05 16:42:00,Eli,Mortgage,388800.00,Online,South,Approved
L0181,Manual review,2025-05-08 12:02:00,Gil,Mortgage,388800.00,Online,South,Approved
L0181,Approve application,2025-05-09 09:56:00,Farah,Mortgage,388800.00,Online,South,Approved
L0181,Send offer,2025-05-09 13:14:00,Ana,Mortgage,388800.00,Online,South,Approved
L0181,Sign contract,2025-05-11 18:22:00,Dana,Mortgage,388800.00,Online,South,Approved
L0182,Submit application,2025-05-08 16:00:00,Portal,Auto,14800.00,Online,West,Approved
L0182,Check completeness,2025-05-09 00:20:00,Ben,Auto,14800.00,Online,West,Approved
L0182,Assess credit,2025-05-10 11:57:00,Farah,Auto,14800.00,Online,West,Approved
L0182,Approve application,2025-05-11 03:15:00,Eli,Auto,14800.00,Online,West,Approved
L0182,Send offer,2025-05-11 10:54:00,Ana,Auto,14800.00,Online,West,Approved
L0182,Sign contract,2025-05-18 05:33:00,Dana,Auto,14800.00,Online,West,Approved
L0183,Submit application,2025-03-12 15:00:00,Portal,Personal,7700.00,Online,North,Approved
L0183,Check completeness,2025-03-12 23:35:00,Ana,Personal,7700.00,Online,North,Approved
L0183,Assess credit,2025-03-14 19:07:00,Farah,Personal,7700.00,Online,North,Approved
L0183,Approve application,2025-03-15 04:00:00,Eli,Personal,7700.00,Online,North,Approved
L0183,Send offer,2025-03-15 08:46:00,Ben,Personal,7700.00,Online,North,Approved
L0183,Sign contract,2025-03-17 09:11:00,Ben,Personal,7700.00,Online,North,Approved
L0184,Submit application,2025-01-08 10:00:00,Portal,Auto,39200.00,Online,East,Approved
L0184,Check completeness,2025-01-09 03:05:00,Ana,Auto,39200.00,Online,East,Approved
L0184,Assess credit,2025-01-09 13:30:00,Eli,Auto,39200.00,Online,East,Approved
L0184,Approve application,2025-01-10 11:51:00,Farah,Auto,39200.00,Online,East,Approved
L0184,Send offer,2025-01-10 13:10:00,Ben,Auto,39200.00,Online,East,Approved
L0184,Sign contract,2025-01-12 08:36:00,Chen,Auto,39200.00,Online,East,Approved
L0185,Submit application,2025-04-05 12:00:00,Portal,Mortgage,264400.00,Online,East,Approved
L0185,Check completeness,2025-04-05 20:25:00,Ben,Mortgage,264400.00,Online,East,Approved
L0185,Assess credit,2025-04-06 07:26:00,Eli,Mortgage,264400.00,Online,East,Approved
L0185,Manual review,2025-04-08 20:08:00,Gil,Mortgage,264400.00,Online,East,Approved
L0185,Approve application,2025-04-09 01:53:00,Eli,Mortgage,264400.00,Online,East,Approved
L0185,Send offer,2025-04-09 09:44:00,Ana,Mortgage,264400.00,Online,East,Approved
L0185,Sign contract,2025-04-10 12:02:00,Ana,Mortgage,264400.00,Online,East,Approved
L0186,Submit application,2025-04-24 09:00:00,Ben,Auto,20700.00,Branch,East,Approved
L0186,Check completeness,2025-04-24 23:11:00,Ben,Auto,20700.00,Branch,East,Approved
L0186,Assess credit,2025-04-26 09:22:00,Eli,Auto,20700.00,Branch,East,Approved
L0186,Approve application,2025-04-26 14:34:00,Eli,Auto,20700.00,Branch,East,Approved
